Designator,Mid X,Mid Y,Layer,Rotation
C1,35.8700,-41.0930,Top,270.0000
D1,41.0700,-39.0930,Top,180.0000
J1,23.0200,-35.2930,Top,270.0000
R1,27.2700,-29.2930,Top,270.0000
R2,29.2700,-29.2930,Top,270.0000
R3,31.2700,-29.2930,Top,270.0000
R4,33.2700,-29.2930,Top,270.0000
R5,29.2700,-32.1430,Top,270.0000
R6,38.2700,-39.0930,Top,0.0000
R7,35.8700,-38.3430,Top,270.0000
U1,31.0700,-40.1430,Top,90.0000
