Designator,Mid X,Mid Y,Layer,Rotation
C1,35.5100,-25.9000,Top,90.0000
C2,42.0000,-38.6000,Top,0.0000
C3,44.9800,-28.4000,Top,90.0000
C4,40.3000,-36.6000,Top,0.0000
R1,27.8800,-30.0000,Top,270.0000
R2,37.0000,-38.6000,Top,0.0000
R3,37.0000,-36.6000,Top,0.0000
R4,47.6000,-32.5400,Top,270.0000
R5,43.7000,-36.6000,Top,180.0000
U1,32.8000,-30.0000,Top,180.0000
U2,42.3000,-32.5400,Top,180.0000
