Designator,Mid X,Mid Y,Layer,Rotation
C1,29.5500,-18.6050,Top,270.0000
C2,31.8500,-18.6050,Top,270.0000
C3,18.1000,-17.8000,Top,180.0000
C4,14.9000,-17.8000,Top,180.0000
C5,18.1000,-16.0500,Top,180.0000
J1,37.8000,-21.9000,Top,270.0000
J2,25.2000,-10.7600,Top,180.0000
J3,10.8000,-24.4000,Top,270.0000
R1,18.1000,-14.3500,Top,180.0000
U1,24.5000,-18.6000,Top,180.0000
